"","work_year","experience_level","employment_type","job_title","salary_in_usd","remote_ratio","company_location","company_size"
"52",2022,2,2,"Data Operations Engineer",100000,3,"US",2
"53",2022,2,2,"Data Operations Engineer",60000,3,"US",2
"54",2022,1,2,"Data Analyst",7857,3,"BR",3
"55",2022,3,2,"Data Scientist",136994,3,"US",2
"56",2022,3,2,"Data Scientist",101570,3,"US",2
"57",2022,3,2,"ETL Developer",250000,3,"US",2
"58",2022,3,2,"ETL Developer",63000,3,"US",2
"59",2022,2,2,"Data Manager",134000,1,"US",2
"60",2022,2,2,"Data Manager",98000,1,"US",2
"61",2022,3,2,"Data Scientist",191475,3,"US",2
"62",2022,3,2,"Data Scientist",141525,3,"US",2
"63",2022,3,2,"Director of Data Science",58632,2,"FR",3
"64",2022,2,2,"Data Analyst",136000,3,"US",2
"65",2022,2,2,"Data Analyst",112000,3,"US",2
"66",2022,3,2,"Data Scientist",172000,3,"US",2
"67",2022,3,2,"Data Scientist",140000,3,"US",2
"68",2022,3,2,"Data Engineer",215000,1,"US",2
"69",2022,3,2,"Data Engineer",164000,1,"US",2
"70",2022,3,2,"Data Engineer",300000,1,"US",2
"71",2022,3,2,"Data Engineer",130000,1,"US",2
"72",2022,3,2,"Data Engineer",250000,3,"US",2
"73",2022,3,2,"Data Engineer",63000,3,"US",2
"74",2022,3,2,"Data Engineer",180000,3,"US",2
"75",2022,3,2,"Data Engineer",150000,3,"US",2
"76",2021,1,2,"Data Engineer",45390,2,"GB",3
"77",2022,3,2,"Data Engineer",250000,3,"US",2
"78",2022,3,2,"Data Engineer",63000,3,"US",2
"79",2022,3,2,"Data Scientist",191475,3,"US",2
"80",2022,3,2,"Data Scientist",141525,3,"US",2
"81",2022,2,2,"Data Analyst",97500,3,"US",3
"82",2022,3,2,"Applied Scientist",212800,3,"US",2
"83",2022,3,2,"Applied Scientist",142800,3,"US",2
"84",2022,2,2,"Data Scientist",74623,2,"NL",3
"85",2022,1,2,"Data Scientist",50000,2,"DE",2
"86",2022,1,2,"Data Analyst",6470,3,"IN",3
"87",2022,3,2,"Data Scientist",151800,1,"US",2
"88",2022,3,2,"Data Scientist",130240,1,"US",2
"89",2022,3,2,"Analytics Engineer",165000,3,"US",2
"90",2022,3,2,"Analytics Engineer",140250,3,"US",2
"91",2022,3,2,"Data Engineer",135000,1,"US",2
"92",2022,3,2,"Data Engineer",115000,1,"US",2
"93",2022,3,2,"Data Scientist",179400,3,"US",2
"94",2022,3,2,"Data Scientist",154000,3,"US",2
"95",2022,3,2,"Data Scientist",191475,3,"US",2
"96",2022,3,2,"Data Scientist",141525,3,"US",2
"97",2022,3,2,"Data Scientist",191475,3,"US",2
"98",2022,3,2,"Data Scientist",141525,3,"US",2
"99",2022,3,2,"Data Scientist",191475,3,"US",2
"100",2022,3,2,"Data Scientist",141525,3,"US",2
"101",2022,2,2,"Financial Data Analyst",75000,1,"US",2
"102",2022,2,2,"Data Engineer",85284,3,"GR",2
"103",2022,2,2,"Data Engineer",74623,3,"GR",2
"104",2022,2,2,"Data Engineer",100857,3,"GB",2
"105",2022,2,2,"Data Engineer",88250,3,"GB",2
"106",2022,2,2,"Data Engineer",85284,3,"ES",2
"107",2022,2,2,"Data Engineer",74623,3,"ES",2
"108",2022,3,2,"Data Scientist",191475,3,"US",2
"109",2022,3,2,"Data Scientist",141525,3,"US",2
"110",2022,3,2,"Data Scientist",191475,3,"US",2
"111",2022,3,2,"Data Scientist",141525,3,"US",2
"112",2022,3,2,"Analytics Engineer",105113,3,"GB",2
"113",2022,3,2,"Analytics Engineer",81952,3,"GB",2
"114",2022,3,2,"Data Scientist",191475,3,"US",2
"115",2022,3,2,"Data Scientist",141525,3,"US",2
"116",2022,3,2,"Data Engineer",107108,3,"GB",2
"117",2022,3,2,"Data Engineer",84243,3,"GB",2
"118",2022,3,2,"Data Scientist",191475,3,"US",2
"119",2022,3,2,"Data Scientist",141525,3,"US",2
"120",2022,3,2,"Data Scientist",191475,1,"US",2
"121",2022,3,2,"Data Scientist",141525,1,"US",2
"122",2022,3,2,"Data Analyst",115000,1,"US",3
"123",2022,1,2,"Data Scientist",31981,2,"ES",2
"124",2022,3,2,"Data Operations Analyst",81000,3,"US",2
"125",2022,3,2,"Data Operations Analyst",66000,3,"US",2
"126",2022,1,2,"Data Analyst",46000,3,"US",3
"127",2022,1,2,"Data Engineer",80000,3,"US",3
"128",2022,4,2,"Machine Learning Scientist",200000,3,"US",1
"129",2022,4,2,"Machine Learning Scientist",180000,3,"US",1
"130",2022,4,2,"AI Scientist",200000,3,"US",1
"131",2022,3,2,"Data Scientist",204100,1,"US",2
"132",2022,3,2,"Data Scientist",136100,1,"US",2
"133",2022,3,2,"Analytics Engineer",250000,1,"US",2
"134",2022,3,2,"Analytics Engineer",63000,1,"US",2
"135",2022,2,2,"Data Scientist",121029,1,"GB",2
"136",2022,2,2,"Data Scientist",113465,1,"GB",2
"138",2022,3,2,"Data Scientist",191475,3,"US",2
"139",2022,3,2,"Data Scientist",141525,3,"US",2
"140",2022,3,2,"Data Scientist",191475,3,"US",2
"141",2022,3,2,"Data Scientist",141525,3,"US",2
"142",2022,3,2,"Data Scientist",191475,3,"US",2
"143",2022,3,2,"Data Scientist",141525,3,"US",2
"144",2022,3,2,"Data Specialist",95000,3,"US",2
"145",2022,3,2,"Data Specialist",70000,3,"US",2
"146",2022,2,2,"Applied Machine Learning Scientist",75000,3,"US",2
"148",2022,2,2,"Data Analyst",113000,1,"US",3
"149",2022,3,2,"Data Scientist",170000,3,"US",2
"150",2022,3,2,"Data Scientist",130000,3,"US",2
"151",2022,2,2,"Data Analytics Consultant",113000,3,"US",3
"152",2022,2,2,"Product Data Analyst",140000,3,"US",2
"153",2021,3,2,"Data Analyst",50000,3,"PH",1
"154",2022,2,2,"BI Data Analyst",54590,3,"AU",2
"155",2022,3,2,"Data Scientist",175000,1,"US",2
"156",2022,3,2,"Data Scientist",140000,1,"US",2
"157",2022,1,2,"3D Computer Vision Researcher",2324,1,"AL",3
"158",2022,3,2,"Lead Data Scientist",30382,2,"PT",1
"159",2022,3,2,"Analytics Engineer",250000,1,"US",2
"160",2022,3,2,"Analytics Engineer",63000,1,"US",2
"161",2022,3,2,"Data Scientist",160000,1,"US",3
"162",2022,3,2,"Data Scientist",119300,1,"US",3
"163",2022,2,2,"Research Scientist",145000,2,"US",3
"164",2022,3,2,"Data Engineer",105000,1,"US",2
"165",2022,3,2,"Data Engineer",90000,1,"US",2
"166",2022,3,2,"ETL Developer",146200,3,"US",2
"167",2022,3,2,"ETL Developer",124270,3,"US",2
"168",2022,2,2,"Data Scientist",225000,1,"US",2
"169",2022,2,2,"Data Scientist",160000,1,"US",2
"170",2022,2,2,"Data Scientist",55434,3,"NL",1
"171",2022,3,2,"Data Engineer",185800,3,"CA",2
"172",2022,3,2,"Data Engineer",137400,3,"CA",2
"173",2022,3,2,"Analytics Engineer",245000,1,"US",2
"174",2022,3,2,"Analytics Engineer",180000,1,"US",2
"175",2022,3,2,"Analytics Engineer",203500,1,"US",2
"176",2022,3,2,"Analytics Engineer",152000,1,"US",2
"177",2022,3,2,"Data Engineer",250000,1,"US",2
"178",2022,3,2,"Data Engineer",63000,1,"US",2
"179",2022,3,2,"Machine Learning Infrastructure Engineer",186000,3,"US",2
"180",2022,3,2,"Machine Learning Infrastructure Engineer",148800,3,"US",2
"181",2022,3,2,"Lead Machine Learning Engineer",97055,2,"IN",3
"182",2022,2,2,"Machine Learning Engineer",131115,2,"GB",3
"183",2022,1,2,"Data Scientist",82000,1,"US",3
"185",2022,2,2,"Applied Machine Learning Scientist",173000,2,"US",2
"186",2022,3,2,"Data Scientist",203500,1,"US",2
"187",2022,3,2,"Data Scientist",152000,1,"US",2
"188",2022,3,2,"Machine Learning Engineer",186000,3,"US",2
"189",2022,3,2,"Machine Learning Engineer",148800,3,"US",2
"190",2022,1,2,"BI Data Analyst",6317,3,"BR",3
"191",2022,2,2,"Data Science Manager",158000,3,"US",2
"192",2022,2,2,"Data Science Manager",134000,3,"US",2
"193",2022,3,2,"Data Scientist",170000,3,"US",2
"194",2022,3,2,"Data Scientist",120000,3,"US",2
"195",2022,4,2,"Analytics Engineer",200000,3,"US",2
"196",2022,4,2,"Analytics Engineer",150000,3,"US",2
"197",2022,3,2,"Data Analyst",216200,1,"US",2
"198",2022,3,2,"Data Analyst",144100,1,"US",2
"199",2022,2,2,"Data Scientist",117265,1,"NL",2
"200",2022,2,2,"Data Scientist",90614,1,"NL",2
"201",2022,3,2,"ETL Developer",250000,1,"US",2
"202",2022,3,2,"ETL Developer",63000,1,"US",2
"203",2022,3,2,"Data Engineer",135000,3,"US",2
"204",2022,3,2,"Data Engineer",85000,3,"US",2
"205",2022,3,2,"Machine Learning Engineer",135000,3,"US",2
"206",2022,3,2,"Machine Learning Engineer",85000,3,"US",2
"207",2022,3,2,"Data Science Manager",206000,3,"US",2
"208",2022,3,2,"Data Science Manager",175100,3,"US",2
"209",2022,3,2,"Machine Learning Engineer",189650,1,"US",2
"210",2022,3,2,"Machine Learning Engineer",164996,1,"US",2
"211",2022,3,2,"Data Architect",149040,3,"US",2
"212",2022,3,2,"Data Architect",113900,3,"US",2
"213",2022,3,2,"Data Engineer",154000,3,"US",2
"214",2022,3,2,"Data Engineer",126000,3,"US",2
"215",2022,3,2,"Machine Learning Engineer",200000,3,"US",3
"216",2022,3,2,"Machine Learning Engineer",150000,3,"US",3
"217",2022,3,2,"Data Engineer",195700,1,"US",2
"218",2022,3,2,"Data Engineer",130500,1,"US",2
"219",2022,3,2,"Analytics Engineer",170000,3,"US",2
"220",2022,3,2,"Analytics Engineer",135000,3,"US",2
"221",2022,2,2,"Data Engineer",100857,1,"GB",2
"222",2022,2,2,"Data Engineer",75643,1,"GB",2
"223",2022,3,2,"Data Analyst",117000,3,"US",2
"224",2022,3,2,"Data Analyst",99450,3,"US",2
"225",2022,3,2,"Data Engineer",200000,3,"PR",2
"226",2022,3,2,"Data Engineer",135000,3,"PR",2
"227",2022,3,2,"Machine Learning Engineer",193900,1,"US",2
"228",2022,3,2,"Machine Learning Engineer",129300,1,"US",2
"229",2022,1,2,"Machine Learning Engineer",56732,3,"GB",1
"230",2022,3,2,"Data Analyst",88250,1,"GB",2
"231",2022,3,2,"Data Analyst",63036,1,"GB",2
"232",2022,3,2,"Data Analyst",175000,3,"US",2
"233",2022,3,2,"Data Analyst",130000,3,"US",2
"234",2022,3,2,"Data Engineer",188100,1,"US",2
"235",2022,3,2,"Data Engineer",139860,1,"US",2
"236",2022,3,2,"Machine Learning Engineer",248700,1,"US",2
"237",2022,3,2,"Machine Learning Engineer",167100,1,"US",2
"238",2022,2,2,"Data Analyst",5823,3,"IN",1
"239",2022,3,2,"Data Scientist",123400,1,"US",2
"240",2022,3,2,"Data Scientist",88100,1,"US",2
"241",2022,2,2,"BI Data Analyst",51170,3,"DE",1
"242",2022,3,2,"Data Scientist",245000,1,"US",2
"243",2022,3,2,"Data Scientist",205000,1,"US",2
"244",2022,3,2,"Data Engineer",141300,1,"US",2
"245",2022,3,2,"Data Engineer",102100,1,"US",2
"246",2022,3,2,"Data Architect",141300,1,"US",2
"247",2022,3,2,"Data Architect",102100,1,"US",2
"248",2022,1,2,"Data Analyst",50000,3,"AR",3
"249",2022,1,2,"Data Scientist",85284,3,"BE",3
"250",2022,3,2,"Data Scientist",2437,3,"BR",3
"251",2022,2,2,"Lead Data Scientist",63036,2,"GB",1
"252",2022,3,2,"Data Architect",250000,1,"US",2
"253",2022,3,2,"Data Architect",63000,1,"US",2
"254",2022,3,2,"Data Science Manager",189500,3,"US",3
"255",2022,3,2,"Data Science Manager",140100,3,"US",3
"256",2022,3,2,"Data Engineer",177600,3,"US",3
"257",2022,3,2,"Data Engineer",131300,3,"US",3
"258",2022,2,2,"Data Engineer",24000,1,"US",2
"259",2022,2,2,"Data Engineer",24000,1,"US",2
"260",2022,3,2,"Data Engineer",250000,1,"US",2
"261",2022,3,2,"Data Engineer",63000,1,"US",2
"262",2022,3,2,"Machine Learning Engineer",202900,3,"US",3
"263",2022,3,2,"Machine Learning Engineer",131300,3,"US",3
"264",2022,3,2,"Data Engineer",145000,3,"US",2
"265",2022,3,2,"Data Engineer",115000,3,"US",2
"266",2022,1,2,"Machine Learning Engineer",115000,2,"US",3
"267",2022,2,2,"Machine Learning Engineer",193900,1,"US",2
"268",2022,2,2,"Machine Learning Engineer",129300,1,"US",2
"269",2022,3,2,"Data Scientist",180000,3,"US",3
"270",2022,3,2,"Data Scientist",140000,3,"US",3
"271",2022,2,2,"Data Analyst",216200,1,"US",2
"272",2022,2,2,"Data Analyst",144100,1,"US",2
"273",2022,3,2,"Machine Learning Scientist",216000,1,"US",2
"274",2022,3,2,"Machine Learning Scientist",144000,1,"US",2
"275",2022,1,2,"Data Analyst",150000,3,"US",3
"276",2021,1,2,"Machine Learning Research Engineer",12171,3,"IN",2
"277",2022,2,2,"Data Scientist",54350,3,"ID",3
"278",2022,1,2,"Applied Data Scientist",50000,2,"AT",2
"279",2021,3,2,"Cloud Data Architect",250000,2,"US",3
"280",2022,4,2,"Research Scientist",85284,1,"NL",3
"281",2022,2,2,"Data Scientist",134897,3,"GB",2
"282",2022,3,2,"Analytics Engineer",48000,3,"US",1
"283",2022,4,2,"Data Science Manager",260500,1,"US",2
"284",2022,4,2,"Data Science Manager",175100,1,"US",2
"285",2022,3,2,"Data Engineer",210000,3,"US",2
"286",2022,3,2,"Data Engineer",100000,3,"US",2
"287",2022,1,2,"Data Analyst",55000,3,"US",1
"288",2022,2,2,"Data Analyst",130000,3,"US",2
"289",2022,3,2,"Applied Machine Learning Scientist",78248,3,"GB",3
"290",2022,1,2,"Data Scientist",52769,2,"BE",1
"292",2022,3,2,"Data Engineer",206699,1,"US",2
"293",2022,3,2,"Data Engineer",99100,1,"US",2
"294",2022,2,2,"Analytics Engineer",200000,1,"US",2
"295",2022,2,2,"Analytics Engineer",54000,1,"US",2
"296",2022,3,2,"Data Engineer",250000,1,"US",2
"297",2022,3,2,"Data Engineer",63000,1,"US",2
"298",2022,3,2,"Data Architect",250000,1,"US",2
"299",2022,3,2,"Data Architect",63000,1,"US",2
"300",2022,3,2,"Data Engineer",250000,1,"US",2
"301",2022,3,2,"Data Engineer",63000,1,"US",2
"302",2022,1,2,"Analytics Engineer",130000,2,"US",3
"303",2022,3,2,"Data Engineer",100000,1,"US",3
"304",2022,3,2,"Data Engineer",80000,1,"US",3
"305",2022,3,2,"Data Scientist",160000,1,"US",3
"306",2022,3,2,"Data Scientist",100000,1,"US",3
"307",2022,3,2,"Data Specialist",221300,3,"US",3
"308",2022,3,2,"Data Specialist",148700,3,"US",3
"309",2022,1,2,"Machine Learning Engineer",30000,3,"GB",3
"310",2022,1,2,"Data Analyst",28783,2,"FR",2
"311",2022,2,2,"Data Engineer",93293,1,"GB",2
"312",2022,2,2,"Data Engineer",63036,1,"GB",2
"313",2022,2,2,"Data Scientist",61830,3,"DE",1
"314",2022,3,2,"Data Science Manager",249260,1,"US",2
"315",2022,3,2,"Data Science Manager",185400,1,"US",2
"316",2022,3,2,"Data Engineer",170000,3,"US",2
"317",2022,3,2,"Data Engineer",130000,3,"US",2
"318",2022,2,2,"Data Scientist",81946,2,"GB",2
"319",2022,3,2,"Data Analyst",128875,3,"US",2
"320",2022,3,2,"Data Analyst",93700,3,"US",2
"321",2022,3,2,"Machine Learning Engineer",180000,3,"US",2
"322",2022,3,2,"Machine Learning Engineer",100000,3,"US",2
"323",2022,3,2,"Data Analyst",136260,3,"US",2
"324",2022,3,2,"Data Analyst",109280,3,"US",2
"325",2022,3,2,"Data Scientist",160000,3,"US",3
"326",2022,3,2,"Data Scientist",92000,3,"US",3
"327",2022,3,2,"Data Engineer",200000,3,"US",2
"328",2022,3,2,"Data Engineer",160000,3,"US",2
"329",2022,2,2,"Data Engineer",138679,1,"GB",2
"330",2022,2,2,"Data Engineer",107161,1,"GB",2
"331",2022,3,2,"Data Analyst",117000,3,"US",2
"332",2022,3,2,"Data Analyst",99450,3,"US",2
"333",2022,1,2,"AI Scientist",3105,1,"IN",1
"334",2022,1,2,"Data Engineer",129000,3,"US",3
"335",2022,1,2,"Data Engineer",86000,3,"US",3
"336",2020,1,2,"Data Engineer",13493,3,"IN",3
"337",2020,1,2,"Data Engineer",13493,3,"IN",3
"338",2022,3,2,"Data Scientist",160000,1,"US",3
"339",2022,3,2,"Data Scientist",119300,1,"US",3
"340",2022,3,2,"Business Data Analyst",100000,3,"US",3
"341",2022,2,2,"Data Scientist",25000,2,"TR",2
"342",2022,2,2,"Data Analyst",65516,2,"SG",2
"343",2022,2,2,"AI Scientist",200000,3,"US",2
"344",2022,1,2,"Machine Learning Developer",180000,3,"US",3
"345",2022,2,2,"Data Scientist",153000,3,"US",3
"346",2022,3,2,"Data Engineer",210000,3,"US",2
"347",2022,3,2,"Data Engineer",100000,3,"US",2
"348",2022,3,2,"Data Analyst",150075,3,"US",2
"349",2022,3,2,"Data Analyst",110925,3,"US",2
"350",2022,2,2,"Machine Learning Scientist",22800,3,"EG",2
"351",2022,3,2,"Data Scientist",160000,3,"US",3
"352",2022,3,2,"Data Scientist",92000,3,"US",3
"353",2022,3,2,"Machine Learning Engineer",202900,3,"US",3
"354",2022,3,2,"Machine Learning Engineer",131300,3,"US",3
"355",2020,1,2,"Data Analyst",22809,3,"PT",2
"356",2022,1,2,"Data Analyst",15000,1,"ID",3
"357",2022,3,2,"Data Engineer",175000,3,"US",2
"358",2022,3,2,"Data Engineer",135000,3,"US",2
"359",2022,3,2,"Data Science Manager",136830,3,"AU",3
"360",2022,1,2,"Machine Learning Engineer",83000,1,"US",3
"361",2022,2,2,"Data Engineer",94554,3,"GB",2
"362",2022,2,2,"Data Engineer",69339,3,"GB",2
"363",2022,3,2,"Data Scientist",186000,1,"US",2
"364",2022,3,2,"Data Scientist",148800,1,"US",2
"365",2022,3,2,"Data Analyst",112900,1,"US",2
"366",2022,3,2,"Data Analyst",90320,1,"US",2
"367",2022,3,2,"ML Engineer",240000,1,"US",2
"368",2022,3,2,"ML Engineer",160000,1,"US",2
"369",2022,3,2,"Data Science Manager",300000,3,"US",2
"370",2022,3,2,"Data Science Manager",200000,3,"US",2
"371",2022,2,2,"Data Engineer",66628,2,"DE",1
"372",2022,2,2,"AI Scientist",200000,3,"US",3
"373",2022,2,2,"Machine Learning Engineer",119768,1,"GB",2
"374",2022,2,2,"Machine Learning Engineer",94554,1,"GB",2
"375",2022,2,2,"AI Scientist",120000,1,"US",2
"376",2022,3,2,"Data Analyst",112900,3,"US",2
"377",2022,3,2,"Data Analyst",90320,3,"US",2
"378",2022,3,2,"Data Analytics Manager",145000,3,"US",2
"379",2022,3,2,"Data Analytics Manager",105400,3,"US",2
"380",2020,1,2,"Data Scientist",49268,1,"DE",1
"381",2022,2,2,"Data Engineer",113465,1,"GB",2
"382",2022,2,2,"Data Engineer",94554,1,"GB",2
"383",2022,3,2,"Data Scientist",215300,3,"US",3
"384",2022,3,2,"Data Scientist",158200,3,"US",3
"385",2022,3,2,"Data Engineer",209100,3,"US",3
"386",2022,3,2,"Data Engineer",154600,3,"US",3
"387",2022,3,2,"Data Analyst",115934,1,"US",2
"388",2022,3,2,"Data Analyst",81666,1,"US",2
"389",2022,3,2,"Data Engineer",175000,3,"US",2
"390",2022,3,2,"Data Engineer",155000,3,"US",2
"391",2022,2,2,"Machine Learning Engineer",85284,3,"DE",2
"392",2022,3,2,"Data Analyst",164000,1,"US",2
"393",2022,3,2,"Data Analyst",132000,1,"US",2
"394",2022,3,2,"Data Scientist",170000,3,"US",2
"395",2022,3,2,"Data Scientist",123000,3,"US",2
"396",2022,3,2,"Machine Learning Engineer",189650,1,"US",2
"397",2022,3,2,"Machine Learning Engineer",164996,1,"US",2
"398",2022,2,2,"ETL Developer",53302,1,"GR",2
"399",2022,2,2,"ETL Developer",53302,1,"GR",2
"400",2022,4,2,"Lead Data Engineer",117214,3,"CA",1
"401",2022,3,2,"Data Engineer",165400,3,"US",2
"402",2022,3,2,"Data Engineer",132320,3,"US",2
"403",2022,3,2,"Data Architect",208775,3,"US",2
"404",2022,3,2,"Data Architect",147800,3,"US",2
"405",2022,3,2,"Data Engineer",136994,3,"US",2
"406",2022,3,2,"Data Engineer",101570,3,"US",2
"407",2022,3,2,"Data Analyst",128875,3,"US",2
"408",2022,3,2,"Data Analyst",93700,3,"US",2
"409",2022,4,2,"Head of Machine Learning",77644,2,"IN",3
"410",2022,1,2,"Machine Learning Engineer",35930,3,"GB",3
"411",2022,3,2,"Data Engineer",183600,3,"US",3
"412",2022,3,2,"Data Engineer",100800,3,"US",3
"413",2022,2,2,"Data Analyst",50428,3,"GB",2
"414",2022,2,2,"Data Analyst",37821,3,"GB",2
"415",2022,2,2,"Data Analyst",42642,3,"ES",2
"416",2022,2,2,"Data Analyst",31981,3,"ES",2
"417",2022,2,2,"Data Engineer",85284,3,"ES",2
"418",2022,2,2,"Data Engineer",74623,3,"ES",2
"419",2022,2,2,"Data Engineer",100857,3,"GB",2
"420",2022,2,2,"Data Engineer",88250,3,"GB",2
"421",2022,2,2,"Data Engineer",85284,3,"GR",2
"422",2022,2,2,"Data Engineer",74623,3,"GR",2
"423",2022,3,2,"Machine Learning Engineer",189650,1,"US",2
"424",2022,3,2,"Machine Learning Engineer",164996,1,"US",2
"425",2022,2,2,"Data Analyst",42642,3,"GR",2
"426",2022,2,2,"Data Analyst",31981,3,"GR",2
"427",2022,2,2,"Data Engineer",94554,3,"GB",2
"428",2022,2,2,"Data Engineer",75643,3,"GB",2
"429",2022,3,2,"Data Scientist",215300,1,"US",3
"430",2022,3,2,"Data Scientist",140400,1,"US",3
"431",2022,2,2,"Data Engineer",63963,3,"ES",2
"432",2022,2,2,"Data Engineer",47972,3,"ES",2
"433",2022,3,2,"Data Scientist",260000,3,"US",2
"434",2022,3,2,"Data Scientist",180000,3,"US",2
"435",2022,2,2,"Data Scientist",69339,1,"GB",2
"436",2022,2,2,"Data Scientist",44125,1,"GB",2
"437",2022,2,2,"Data Engineer",63963,3,"GR",2
"438",2022,2,2,"Data Engineer",47972,3,"GR",2
"439",2022,2,2,"Data Engineer",75643,3,"GB",2
"440",2022,2,2,"Data Engineer",56732,3,"GB",2
"441",2021,2,2,"Machine Learning Engineer",51064,2,"IT",3
"442",2022,3,2,"Data Science Engineer",60000,3,"MX",3
"443",2022,2,2,"Data Engineer",82900,1,"US",2
"444",2022,2,2,"Data Engineer",63900,1,"US",2
"445",2022,2,2,"Machine Learning Scientist",160000,3,"US",3
"446",2022,2,2,"Machine Learning Scientist",112300,3,"US",3
"447",2022,2,2,"Data Science Manager",241000,3,"US",2
"448",2022,2,2,"Data Science Manager",159000,3,"US",2
"449",2022,3,2,"Data Scientist",180000,1,"US",2
"450",2022,3,2,"Data Scientist",80000,1,"US",2
"451",2022,2,2,"Data Analyst",58000,1,"US",1
"452",2022,2,2,"Data Analyst",58000,1,"US",1
"453",2022,3,2,"Data Engineer",136000,1,"US",2
"454",2022,3,2,"Data Engineer",108800,1,"US",2
"455",2022,4,2,"Data Engineer",242000,3,"US",2
"456",2022,4,2,"Data Engineer",200000,3,"US",2
"457",2022,2,2,"Data Scientist",63036,1,"GB",2
"458",2022,2,2,"Data Scientist",37821,1,"GB",2
"459",2022,2,2,"Data Engineer",75643,1,"GB",2
"460",2022,2,2,"Data Engineer",50428,1,"GB",2
"461",2022,3,2,"Data Scientist",165220,3,"US",2
"462",2022,3,2,"Data Scientist",120160,3,"US",2
"463",2022,3,2,"Data Analyst",124190,3,"US",2
"464",2022,3,2,"Data Analyst",90320,3,"US",2
"465",2022,3,2,"Data Engineer",181940,1,"US",2
"466",2022,3,2,"Data Engineer",132320,1,"US",2
"467",2022,3,2,"Data Engineer",220110,1,"US",2
"468",2022,3,2,"Data Engineer",160080,1,"US",2
"469",2022,3,2,"Data Scientist",180000,1,"US",3
"470",2022,3,2,"Data Scientist",120000,1,"US",3
"471",2022,2,2,"Data Analyst",126500,1,"US",2
"472",2022,2,2,"Data Analyst",106260,1,"US",2
"473",2022,3,2,"Data Analyst",116000,1,"US",2
"474",2022,3,2,"Data Analyst",99000,1,"US",2
"475",2022,3,2,"Data Analyst",155000,3,"US",2
"476",2022,3,2,"Data Analyst",120600,3,"US",2
"477",2022,2,2,"Data Scientist",130000,1,"US",2
"478",2022,2,2,"Data Scientist",90000,1,"US",2
"479",2022,2,2,"Data Engineer",170000,3,"US",2
"480",2022,2,2,"Data Engineer",150000,3,"US",2
"481",2022,3,2,"Data Analyst",102100,3,"US",2
"482",2022,3,2,"Data Analyst",84900,3,"US",2
"483",2022,3,2,"Data Scientist",136620,3,"US",2
"484",2022,3,2,"Data Scientist",99360,3,"US",2
